link,title,location,price,area,category,direction,floor_num,toilet_num,street,livingroom_num,bedroom_num,liability,status
https://nhadat.cafeland.vn/ban-shophouse-mat-tien-duong-60m-du-an-tt-city-millennia-150m2-gia-86-ty-2269022.html,"Bán Shophouse mặt tiền đường 60m dự án T&T City Millennia, 150m2 , giá 8.6 tỷ","DT 826E, Long Hậu, Cần Giuộc, Long An Lưu tin","~57,3 triệu /m2",150m2,Bán nhà phố dự án,,4 tầng,5.0,50m - 70m,1.0,7 phòng,Hợp đồng,
https://nhadat.cafeland.vn/quan-11-mat-tien-pho-co-dieu-phuong-6-120m2-3-tang-34-ty-thuong-luong-2271010.html,"Quận 11, Mặt tiền Phó Cơ Điều, phường 6, 120m2, 3 tầng, 34 tỷ thương lượng","Phó Cơ Điều, Phường 6, Quận 11, TP. Hồ Chí Minh Lưu tin",~283 triệu/m2,120m2,Bán nhà riêng,,3 tầng,3.0,,1.0,4 phòng,Sổ hồng,
https://nhadat.cafeland.vn/nha-5-tang-btct-331m2-ngang-552m-hem-42m-le-van-sy-78-ty-2270293.html,"Nhà 5 tầng BTCT - 33,1m2 (ngang 5,52m) - hẻm 4,2m Lê Văn Sỹ. 7,8 tỷ","Lê Văn Sỹ, Phường 12, Quận 3, TP. Hồ Chí Minh Lưu tin",~235 triệu/m2,33.1m2,Bán nhà riêng,,5 tầng,4.0,,1.0,3 phòng,Sổ hồng,
https://nhadat.cafeland.vn/ban-nha-rong-hem-to-gia-re-2-mat-tien-dt-khung-167m2-5-tang-trung-lang-tan-binh-2269770.html,BÁN NHÀ RỘNG-HẺM TO-GIÁ RẺ-2 MẶT TIỀN -DT KHỦNG 167M2-5 TẦNG-TRUNG LANG-TÂN BÌNH,"Trung Lang, Phường 12, Quận Tân Bình, TP. Hồ Chí Minh Lưu tin",~133 triệu/m2,167m2,Bán nhà riêng,,5 tầng,,6m,1.0,4 phòng,Sổ hồng,
https://nhadat.cafeland.vn/ban-dat-duong-dong-thanh-hoa-thanh-1tx-binh-minh-2089412.html,"Bán đất đường Đông Thành-Hóa Thành 1,TX. Bình Minh","Đông Thành, Bình Minh, Vĩnh Long Lưu tin","~2,9 triệu /m2",98.1m2,Bán đất thổ cư,Đông,,,3m,,,Sổ hồng,
https://nhadat.cafeland.vn/cdt-tung-ro-hang-ban-biet-thu-don-song-san-bay-gia-binh-sl-co-han-so-lau-dai-2270962.html,"CĐT tung rổ hàng bán biệt thự, đón sóng sân bay Gia Bình, SL có hạn, sổ lâu dài","Phù Chẩn, Từ Sơn, Bắc Ninh Lưu tin","~62,7 triệu /m2",180m2,Bán biệt thự,Nam,,,15m - 20m,,,Sổ hồng,
https://nhadat.cafeland.vn/tho-cu-1254-m2-kdc-bo-cong-anview-song-nguyen-huu-tho-phuoc-kiennha-be-2267526.html,"THỔ CƯ ,125,4 M2 ,KDC BỘ CÔNG AN,VIEW SÔNG ,NGUYỄN HỮU THỌ ,PHƯỚC KIỂN,NHÀ BÈ","Nguyễn Hữu Thọ , Phước Kiển, Huyện Nhà Bè, TP. Hồ Chí Minh Lưu tin","~78,5 triệu /m2",125.4m2,Bán đất thổ cư,,,,20m - 30m,,,Sổ hồng,
https://nhadat.cafeland.vn/ban-can-ho-dich-vu-thu-nhap-100trth-137m2-5-tang-thang-may-xe-tai-vao-nha-2270940.html,BÁN CĂN HỘ DỊCH VỤ THU NHẬP 100tr/th - 137m2 5 Tầng Thang Máy. Xe tải vào nhà,"Tống Văn Hên, Phường 15, Quận Tân Bình, TP. Hồ Chí Minh Lưu tin",~137 triệu/m2,137m2,"Bán căn hộ Mini, Dịch vụ",,5 tầng,13.0,6m,13.0,13 phòng,Sổ hồng,
https://nhadat.cafeland.vn/hoa-chi-ban-gia-cdt-sieu-re-lk-pho-di-bo-sun-ha-nam-125trm2-56-60m2-ck-20-htls-2257543.html,Hoa chỉ bán giá CĐT siêu rẻ LK phố đi bộ Sun Hà Nam 125tr/m2 56 60m2 CK 20% HTLS,"đường Lê công Thanh, Lam Hạ, Phủ Lý, Hà Nam Lưu tin","~92,8 triệu /m2",56m2,Bán nhà hàng - Khách sạn,,,,,,,,
https://nhadat.cafeland.vn/ban-nha-chdv-thu-nhap-tot-duong-xe-tai-au-co-tan-binh-117m2-70trth-13-ty-2269212.html,Bán nhà CHDV thu nhập tốt đường xe tải Âu Cơ Tân Bình - 117m2 - 70tr/th - 13 tỷ,"Âu Cơ, Phường 9, Quận Tân Bình, TP. Hồ Chí Minh Lưu tin",~117 triệu/m2,117m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/gio-hang-du-an-lavida-vung-tau-nha-pho-biet-thu-gia-sieu-tot-chi-tu-54-t-2270909.html,GIỎ HÀNG DỰ ÁN LAVIDA VŨNG TÀU – Nhà Phố & Biệt Thự GIÁ SIÊU TỐT CHỈ TỪ 5.4 T,"Đường 3/2, Phường 12, Vũng Tàu, Bà Rịa - Vũng Tàu Lưu tin","~62,6 triệu /m2",87m2,Bán nhà phố dự án,,,,,,,,
https://nhadat.cafeland.vn/ban-toa-chdv-5-tang-thu-70tr-moi-thang-duong-van-kiep-ngay-khu-phan-xich-long-2270881.html,Bán Toà CHDV 5 Tầng Thu 70tr Mỗi Tháng Đường Vạn Kiếp Ngay Khu Phan Xích Long,"Vạn Kiếp, Phường 1, Bình Thạnh, TP. Hồ Chí Minh Lưu tin",~166 triệu/m2,83m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/the-felix-du-an-thanh-pho-tren-cay-can-ho-cho-gioi-tre-2270801.html,The Felix - Dự án thành phố trên cây . Căn hộ cho giới trẻ,"Đường Bùi Hữu Nghĩa, Bình Hoà, Thuận An, Bình Dương Lưu tin",~566 nghìn/m2,60m2,Bán căn hộ chung cư,,,2.0,,1.0,2 phòng,,
https://nhadat.cafeland.vn/ban-lo-dat-gan-kdc-phu-sinh-gia-tam-4trm-dat-tho-cu-2270800.html,"bán lô đất gần kdc Phú Sinh, giá tầm 4tr/m đất thổ cư","Lục Viên, Đức Lập Hạ, Đức Hòa, Long An Lưu tin","~4,1 triệu /m2",386m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/dat-nen-du-an-kdt-dic-victory-city-vi-thanh-hau-giang-so-hong-11-tylo-2265608.html,"Đất nền dự án KĐT DIC Victory City, Vị Thanh, Hậu Giang, sổ hồng 1,1 tỷ/lô","4, Vị Thanh, Hậu Giang Lưu tin","~11,5 triệu /m2",95m2,Bán đất nền dự án,,,,,,,,
https://nhadat.cafeland.vn/ban-lo-dat-duong-nhua-19mngay-khu-cong-nghiep-345-ha-2270704.html,BÁN LÔ ĐẤT ĐƯỜNG NHỰA 19MNGAY KHU CÔNG NGHIỆP 345 HA,"11 12 13 14 15 16 17 18 19 20 21 22 25, Long Bình, Phú Riềng, Bình Phước Lưu tin",~Thương lượng/m2,300m2,Bán đất thổ cư,Tây,,,15m - 20m,,,Sổ hồng,
https://nhadat.cafeland.vn/ban-nha-quan-6-ngay-khu-am-thuc-tien-kinh-doanh-da-nghanh-135-t-2270686.html,Bán nhà quận 6 - Ngay khu ẩm thực tiện kinh doanh đa nghành 13.5 T,"Phường 13, Quận 6, TP. Hồ Chí Minh Lưu tin",~132 triệu/m2,102m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/cc-ban-gap-day-tro-duc-hoa-long-an-gia-ngop-1-ty-500-2270659.html,CC bán gấp dãy trọ Đức Hòa - Long An giá ngộp 1 tỷ 500,"Đức Hoà Đông, Đức Hòa, Long An Lưu tin","~2,1 triệu /m2",695m2,Bán nhà riêng,,1 tầng,38.0,,,38 phòng,Sổ hồng,
https://nhadat.cafeland.vn/nha-tan-ky-tan-quy-57m2-3-tang-o-to-vao-tan-cua-gia-nhinh-6-ty-2270660.html,NHÀ TÂN KỲ TÂN QUÝ - 57M2- 3 TẦNG - Ô TÔ VÀO TẬN CỬA- GIÁ NHỈNH 6 TỶ.,"Tân Kỳ Tân Quý, Sơn Kỳ, Quận Tân Phú, TP. Hồ Chí Minh Lưu tin",~107 triệu/m2,57m2,Bán nhà riêng,,3 tầng,3.0,6m,1.0,3 phòng,Sổ hồng,
https://nhadat.cafeland.vn/ra-mat-eco-retreat-rung-retreat-cua-rieng-ban-nsl-eco-park-lh-0902413541-2263441.html,RA MẮT ECO RETREAT- RỪNG RETREAT CỦA RIÊNG BẠN - NSL ECO PARK- LH 0902413541,"Đường nguyễn hữu trí, Thanh Phú, Bến Lức, Long An Lưu tin",~105 triệu/m2,190m2,Bán biệt thự,Không xác định,4 tầng,4.0,20m - 30m,1.0,3 phòng,Sổ hồng,
https://nhadat.cafeland.vn/biet-thu-mt-nguyen-van-thu-vs-mac-dinh-chi-ngang-85m-4-tang-88-ty-2270617.html,"BIỆT THỰ MT NGUYỄN VĂN THỦ VS MẠC ĐỈNH CHI- NGANG 8,5M- 4 TẦNG- 88 TỶ","Nguyễn Văn Thủ, Đa Kao, Quận 1, TP. Hồ Chí Minh Lưu tin",~715 triệu/m2,123m2,Bán biệt thự,,,,,,,,
https://nhadat.cafeland.vn/tuyet-pham-tan-co-dien-2729m2-4-lau-hoan-cong-phuong-lai-thieu-thanh-pho-thuana-2266769.html,tuyệt phẩm Tân cổ Điển 272.9m2 4 lầu Hoàn công phường lái thiêu thành phố Thuạna,"Cách Mạng Tháng Tám, Lái Thiêu, Thuận An, Bình Dương Lưu tin","~58,6 triệu /m2",273m2,Bán biệt thự,,,,,,,,
https://nhadat.cafeland.vn/ban-nha-phuong-3-quan-go-vap-nguyen-thai-son-1-tret-2-lau-btct-2248868.html,"Bán nhà Phường 3, Quận Gò Vấp Nguyễn Thái Sơn 1 trệt 2 lầu BTCT.","Phường 3, Quận Gò Vấp, TP. Hồ Chí Minh Lưu tin","~89,7 triệu /m2",39m2,Bán nhà riêng,,3 tầng,3.0,3m,1.0,2 phòng,Sổ hồng,
https://nhadat.cafeland.vn/ban-nha-mt-phu-nhuan-phung-van-cung-ngang-4m-dai-8m-tret-lung-lau-hc-du-2268085.html,Bán nhà MT Phú Nhuận Phùng Văn Cung ngang 4m dài 8m trệt lững lầu HC đủ.,"Phùng Văn Cung, Phường 4, Quận Phú Nhuận, TP. Hồ Chí Minh Lưu tin",~137 triệu/m2,32m2,Bán nhà riêng,,3 tầng,2.0,6m,1.0,2 phòng,Sổ hồng,
https://nhadat.cafeland.vn/nha-8x21m-mat-tien-duong-so-15-ptan-kieng-quan-7-2216135.html,Nhà 8X21M Mặt Tiền Đường Số 15 .P.tân Kiểng Quận 7,"Đường 15, Tân Kiểng, Quận 7, TP. Hồ Chí Minh Lưu tin",~281 triệu/m2,160m2,Bán nhà phố dự án,Nam,1 tầng,1.0,10m - 15m,1.0,1 phòng,Sổ hồng,
https://nhadat.cafeland.vn/nha-goc-2-mat-tien-duong-nguyen-huu-tho-kdc-kim-son-quan-7-2244761.html,Nhà Góc 2 Mặt Tiền Đường Nguyễn Hữu Thọ - Kdc Kim Sơn Quận 7,"góc 2 MT, Nhuyễn Hữu Thọ, Tân Phong, Quận 7, TP. Hồ Chí Minh Lưu tin",~384 triệu/m2,91m2,Bán nhà phố dự án,,,,,,,,
https://nhadat.cafeland.vn/nha-dat-6x20m-12x20m-khu-tan-quy-dong-phuong-tan-phong-quan-7-2188563.html,Nhà - đất 6x20m - 12x20m khu Tân Quy Đông phường tân phong Quận 7,"Tân Quy Đông, Tân Phong, Quận 7, TP. Hồ Chí Minh Lưu tin",~163 triệu/m2,90m2,Bán nhà phố dự án,Tây Bắc,3 tầng,4.0,20m - 30m,1.0,4 phòng,Sổ hồng,
https://nhadat.cafeland.vn/ban-gap-nha-lo-goc-trung-tam-ha-dong-4-tang-40m2-hon-5x-ty-ngo-rong-2270669.html,"BÁN GẤP NHÀ LÔ GÓC TRUNG TÂM HÀ ĐÔNG 4 TẦNG - 40m2 - HƠN 5,X TỶ - NGÕ RỘNG","Kiến Hưng, Hà Đông, Hà Nội Lưu tin",~140 triệu/m2,40m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/nha-pho-5-tang-view-31-toa-chung-cu-gan-ngay-khu-biet-thu-nha-giau-2270838.html,NHÀ PHỐ 5 TẦNG VIEW 31 TÒA CHUNG CƯ GẦN NGAY KHU BIỆT THỰ NHÀ GIÀU,"48, Đại lộ Nam Sông Mã, Đông Hải, TP. Thanh Hóa, Thanh Hóa Lưu tin","~65,8 triệu /m2",85m2,Bán nhà phố dự án,,,,,,,,
https://nhadat.cafeland.vn/ban-nha-pho-5-tang-ngay-tinh-uy-thanh-hoa-chi-nhinh-5-ty-2269969.html,BÁN NHÀ PHỐ 5 TẦNG NGAY TỈNH ỦY THANH HÓA CHỈ NHỈNH 5 TỶ,"Đông Hải, TP. Thanh Hóa, Thanh Hóa Lưu tin","~65,8 triệu /m2",85m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/ban-gap-438m-nha-mat-tien-gia-hem-phuoc-long-b-tp-thu-duc-18pog-29t-2269716.html,"BÁN GẤP 438m– NHÀ MẶT TIỀN GIÁ HẺM – PHƯỚC LONG B, TP. THỦ ĐỨC -18pog-29T","Phước Long B, Quận 9, TP. Hồ Chí Minh Lưu tin","~67,3 triệu /m2",438m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/ban-nha-mat-tien-hiep-binh-hiep-binh-chanh-300m10x30-thu-60trth-chi-45ttlmoi-2262895.html,Bán nhà Mặt Tiền Hiệp Bình-Hiệp Bình Chánh-300m(10x30) thu 60tr/th chỉ 45t(Tlmoi,"Hiệp Bình Chánh, Quận Thủ Đức, TP. Hồ Chí Minh Lưu tin",~150 triệu/m2,300m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/ban-nua-gia-thi-truong-linh-dong-thu-duc-4000m63x632-xuong-thu-100trth-75t-2229454.html,"Bán nửa giá thị trường LINH ĐÔNG -THỦ ĐỨC-4000M(63X63)2 XƯỞNG ,THU 100TR/TH -75T","Linh Ðông, Quận Thủ Đức, TP. Hồ Chí Minh Lưu tin","~18,7 triệu /m2",4000m2,Bán nhà phố dự án,,,2.0,8m,,3 phòng,Sổ hồng,
https://nhadat.cafeland.vn/ngop-bank-ban-gap-800m18x5038pog-do-xuan-hop-plb-chi-30t-tien-xay-chdv-hiem-2239107.html,"Ngợp bank bán gấp 800m(18x50)38pog Đỗ Xuân Hợp-PLB Chỉ 30T, tiện xây CHDV hiếm","Đỗ Xuân Hợp, Phước Long B, Quận 9, TP. Hồ Chí Minh Lưu tin","~36,2 triệu /m2",800m2,Bán nhà phố dự án,,,,,,,,
https://nhadat.cafeland.vn/co-hoi-vang-cho-nha-dau-tu-gia-dinh-tre4tag-4pn-phuoc-long-b-nhinh-6t-o-ngay-2271114.html,CƠ HỘI VÀNG CHO NHÀ ĐẦU TƯ & GIA ĐÌNH TRẺ!4TAG-4PN PHƯỚC LONG B NHỈNH 6T-Ở NGAY,"Phước Long B, Quận 9, TP. Hồ Chí Minh Lưu tin",~132 triệu/m2,51m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/ban-nha-do-xuan-hop-giap-quan-2-4-tang-duc-that-4pn-phap-ly-chuan-nhinh-8t-2270250.html,"Bán nhà Đỗ Xuân Hợp, giáp Quận 2 – 4 tầng đúc thật, 4PN, pháp lý chuẩn nhỉnh 8T","Phước Long B, Quận 9, TP. Hồ Chí Minh Lưu tin",~158 triệu/m2,56m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/ban-nha-4-tang-khu-phan-lo-hem-xe-hoi-duong-so-22-phuoc-long-b-chi-6-ty-x-2271111.html,"Bán Nhà 4 tầng khu phân lô, Hẻm xe hơi, Đường số 22, Phước Long B, chỉ 6 tỷ x","Đường 22, Phước Long B, Quận 9, TP. Hồ Chí Minh Lưu tin",~135 triệu/m2,50m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/dau-tu-dat-quanh-vin-duong-kinh-tai-chinh-quanh-1-ty-2270156.html,"Đầu tư đất quanh Vin Dương Kinh, tài chính quanh 1 tỷ","Hòa Nghĩa, Hòa Nghĩa, Dương Kinh, TP. Hải Phòng Lưu tin",~22 triệu /m2,50m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/nen-dat-158m2-sat-truonghoc-thpt-hau-nghia-du-tho-so-rieng-lienke-nha-phovinhome-2271108.html,Nền đất 158m2 sát trườnghọc THPT Hậu Nghĩa-đủ thổ-sổ riêng-Liềnkề nhà phốVinHome,"QL N2, Hậu Nghĩa, Đức Hòa, Long An Lưu tin",~112 nghìn/m2,158.2m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/nha-dep-ha-dong-chi-hon-5x-ty-5-tang-ngo-rong-co-cho-de-o-to-gan-2271107.html,"NHÀ ĐẸP HÀ ĐÔNG CHỈ HƠN 5,X TỶ - 5 TẦNG - NGÕ RỘNG- CÓ CHỖ ĐỂ Ô TÔ GẦN","Kiến Hưng, Hà Đông, Hà Nội Lưu tin",~125 triệu/m2,40m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/nha-28m2-4-tang-btct-hoan-cong-du-3pn-3wc-hoang-dieu-chi-315-ty-2255395.html,"Nhà 28m2, 4 tầng BTCT hoàn công đủ, 3pn 3WC, Hoàng Diệu. Chỉ 3,15 tỷ","Hoàng Diệu, Phường 8, Quận 4, TP. Hồ Chí Minh Lưu tin",~112 triệu/m2,28m2,Bán nhà riêng,,4 tầng,3.0,,1.0,3 phòng,Sổ hồng,
https://nhadat.cafeland.vn/xe-hoi-ngu-trong-nha-4-tang-4-pn-443-x-16-p-tan-kieng-chi-11-ty-2269705.html,"Xe hơi ngủ trong nhà - 4 tầng 4 PN - 4,43 x 16 - P. Tân Kiểng. Chỉ 11 tỷ","Trần Xuân Soạn, Tân Kiểng, Quận 7, TP. Hồ Chí Minh Lưu tin",~155 triệu/m2,70.7m2,Bán nhà riêng,,4 tầng,3.0,,1.0,4 phòng,Sổ hồng,
https://nhadat.cafeland.vn/1700m2-dat-21-x-80-co-nha-xuong-cho-thue-gan-2-ty-nam-56-ty-2233135.html,1700m2 đất (21 x 80) có nhà xưởng cho thuê gần 2 tỷ/ năm. 56 tỷ,"Đường Võ Thị Thừa, An Phú Đông, Quận 12, TP. Hồ Chí Minh Lưu tin","~32,9 triệu /m2",1701m2,"Bán kho, nhà xưởng",,,,,,,Sổ hồng,
https://nhadat.cafeland.vn/nha-5-tang-5pn-sat-mat-tien-ton-dan-xe-hoi-cach-nha-5m-485-ty-2264679.html,"Nhà 5 tầng 5pn - sát mặt tiền Tôn Đản, xe hơi cách nhà 5m. 4,85 tỷ","Tôn Đản, Phường 10, Quận 4, TP. Hồ Chí Minh Lưu tin",~155 triệu/m2,31.2m2,Bán nhà riêng,,5 tầng,3.0,,1.0,5 phòng,Sổ hồng,
https://nhadat.cafeland.vn/chuyen-nhuong-10000m2-cum-cong-nghiep-ho-son-lang-son-ban-giao-som-2260608.html,"Chuyển nhượng 10.000m2 cụm công nghiệp Hồ Sơn – Lạng Sơn, bàn giao sớm","Quốc Lộ 1A, Hồ Sơn, Hữu Lũng, Lạng Sơn Lưu tin",~Thương lượng/m2,10000m2,Bán đất nền dự án,,,,,,,,
https://nhadat.cafeland.vn/ban-500m2-dat-tai-phuc-triu-thai-nguyen-mua-dau-tu-sinh-loi-2268328.html,BÁN 500M2 ĐẤT TẠI PHÚC TRÌU-THÁI NGUYÊN MUA ĐẦU TƯ SINH LỜI,"Phúc Trìu, Thành phố Thái Nguyên, Thái Nguyên Lưu tin","~2,7 triệu /m2",500m2,Bán đất nền dự án,,,,,,,,
https://nhadat.cafeland.vn/ban-shophouse-4-tang-trung-tam-hoa-phu-thu-dau-2269059.html,Bán Shophouse 4 tầng Trung Tâm Hòa Phú Thủ Dầu,"Hòa Phú, Thủ Dầu Một, Bình Dương Lưu tin",,110m2,Bán nhà phố dự án,,3 tầng,6.0,20m - 30m,1.0,5 phòng,,
https://nhadat.cafeland.vn/sieu-pham-dat-vuon-nghi-duong-gia-re-bat-ngo-chi-900-trieusao-ngan-hang-ho-tro-2271098.html,"SIÊU PHẨM ĐẤT VƯỜN NGHỈ DƯỠNG GIÁ RẺ BẤT NGỜ CHỈ 900 TRIỆU/SÀO, NGÂN HÀNG HỖ TRỢ","La Ngà, Định Quán, Đồng Nai Lưu tin",~900/m2,1000m2,"Bán đất nông, lâm nghiệp",,,,,,,,
https://nhadat.cafeland.vn/245-ty-co-hoi-so-huu-can-ho-mat-bien-tai-sun-costa-residence-da-nang-2271092.html,"2,45 TỶ CƠ HỘI SỞ HỮU CĂN HỘ MẶT BIỂN TẠI SUN COSTA RESIDENCE ĐÀ NẴNG","VƯƠNG THỪA VŨ, Phước Mỹ, Sơn Trà, TP. Đà Nẵng Lưu tin",~Thương lượng/m2,50m2,Bán căn hộ chung cư,,,,,,,,
https://nhadat.cafeland.vn/can-ban-lo-dat-hd07-duong-21m-2-mat-tien-truoc-sau-khu-4-du-an-long-hung-2185235.html,"Cần bán lô đất HD07, đường 21m, 2 mặt tiền trước sau, khu 4 , Dự Án long hưng","lô HD26-5 khu 5, dự án KĐT Long Hưng, Biên Hòa, Long Hưng, Biên Hòa, Đồng Nai Lưu tin",~220 nghìn/m2,150m2,Bán đất thổ cư,Đông Bắc,,,20m - 30m,,,Sổ hồng,
https://nhadat.cafeland.vn/chu-dat-can-ra-nhanh-lo-so-do-dt-6x20m-tai-da-mau-giao-tw3-gia-ban-75-trm2-2233368.html,Chủ đất cần ra nhanh lô sổ đỏ dt 6x20m tại D/A Mẫu Giáo TW3 giá bán 75 tr/m2,"Liên Phường, Phú Hữu, Quận 9, TP. Hồ Chí Minh Lưu tin",~625 nghìn/m2,120m2,Bán đất thổ cư,Đông Nam,,,10m - 15m,,,Sổ hồng,
https://nhadat.cafeland.vn/nha-dien-tich-8x20m-mat-tien-duong-45m-1-tret-2-lau-nha-hoan-thien-2210638.html,"Nhà diện tích 8x20m, mặt tiền đường 45m, 1 trệt, 2 lầu, nhà hoàn thiện,","Hương Lộ 2, Long Hưng, Biên Hòa, Đồng Nai Lưu tin","~73,1 triệu /m2",160m2,Bán nhà phố dự án,Đông Bắc,3 tầng,,30m - 50m,,,Sổ hồng,
https://nhadat.cafeland.vn/can-ho-1ty6-chi-thanh-toan-20-den-khi-nhan-lai-xuat-co-dinh-55nam-2270693.html,"Căn Hộ 1Tỷ6 Chỉ thanh toán 20% đến khi nhận - Lãi Xuất cố định 5,5%/Năm","Nguyễn Du, Bình Hoà, Thuận An, Bình Dương Lưu tin","~24,6 triệu /m2",65m2,Bán căn hộ chung cư,,,,,,,,
https://nhadat.cafeland.vn/biet-thu-khu-do-thi-gold-coast-vung-tau-trien-khai-giai-doan-1-quy-mo-1300-ha-2266113.html,Biệt Thự Khu Đô Thị Gold Coast Vũng Tàu - Triển khai giai đoạn 1 Quy mô 1300 HA,"Thị trấn Long Điền, Long Điền, Bà Rịa - Vũng Tàu Lưu tin",~25 triệu /m2,300m2,Bán biệt thự,,,,,,,,
https://nhadat.cafeland.vn/ban-nhanh-va-re-2-lo-dat-khu-4-kdt-long-hung-city-tp-bien-hoa-so-do-2189142.html,"Bán nhanh và rẻ 2 lô đất khu 4, KĐT Long Hưng CiTy, TP Biên Hòa, sổ đỏ","rd06, Hương Lộ 2, Long Hưng, Biên Hòa, Đồng Nai Lưu tin",~27 triệu /m2,100m2,Bán đất thổ cư,Đông Bắc,,,10m - 15m,,,Sổ hồng,
https://nhadat.cafeland.vn/ban-nhanh-lo-dat-126-ty-du-an-long-tan-city-duong-175m-dep-thong-thoang-2271091.html,"Bán nhanh lô đất 1,26 tỷ dự án Long Tân City đường 17,5m đẹp thông thoáng","25C, Long Tân, Nhơn Trạch, Đồng Nai Lưu tin","~13,263/m2",95m2,Bán đất nền dự án,,,,,,,,
https://nhadat.cafeland.vn/dat-nen-du-an-rox-living-dong-hoi-doi-dien-truong-dai-hoc-quang-binh-2271090.html,đất nền dự án ROX LIVING ĐỒNG HỚI - đối diện trượng Đại học Quảng Bình,"Bảo Ninh, Đồng Hới, Quảng Bình Lưu tin",~207 nghìn/m2,140m2,Bán đất nền dự án,,,,,,,,
https://nhadat.cafeland.vn/ban-day-tro-594m2-full-tho-co-dong-tien-on-dinhtngay-khu-dan-cu-nam-hung-vuong-2260706.html,BÁN DÃY TRỌ 594M2 FULL THỔ CƠ DÒNG TIỀN ỔN ĐỊNHTNGAY KHU DÂN CƯ NAM HÙNG VƯƠNG,"Lê Cơ, An Lạc, Quận Bình Tân, TP. Hồ Chí Minh Lưu tin","~47,1 triệu /m2",594m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/ban-lo-dat-villa-tang-nha-c4-ngay-khu-sam-uat-ten-lua-dt-491m2-khu-dan-tri-cao-n-2264581.html,BÁN LÔ ĐẤT VILLA TẶNG NHÀ C4 NGAY KHU SẦM UẤT TÊN LỬA DT 491M2 KHU DÂN TRÍ CAO N,"Kinh Dương Vương, An Lạc A, Quận Bình Tân, TP. Hồ Chí Minh Lưu tin","~67,2 triệu /m2",491m2,Bán nhà phố dự án,,,,,,,,
https://nhadat.cafeland.vn/mat-tien-kinh-doanh-ngay-kinh-doanh-sam-uat-ho-hoc-lam-dt-1200m2-nhinh-90trm2-2271089.html,MẶT TIỀN KINH DOANH NGAY KINH DOANH SẦM UẤT HỒ HỌC LÃM DT 1200M2 NHỈNH 90TR/M2,"Hồ Học Lãm, An Lạc, Quận Bình Tân, TP. Hồ Chí Minh Lưu tin","~79,1 triệu /m2",1200m2,Bán nhà phố dự án,,,,,,,,
https://nhadat.cafeland.vn/ban-can-khach-san-mini-la-celia-city-250m2-doi-dien-quang-truong-bien-bao-ninh-2271088.html,BÁN căn khách sạn mini LA CELIA CITY 250M2 đối diện Quảng Trường biển Bảo Ninh,"Võ Nguyên Giáp, Bảo Ninh, Đồng Hới, Quảng Bình Lưu tin",~147 triệu/m2,250m2,Bán nhà hàng - Khách sạn,,,,,,,,
https://nhadat.cafeland.vn/ban-nen-dat-o-do-thi-tai-tan-kien-binh-chanh-2214556.html,"Bán nền đất ở đô thị tại Tân Kiên, Bình Chánh","Tân Kiên, Huyện Bình Chánh, TP. Hồ Chí Minh Lưu tin","~25,7 triệu /m2",126m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/chinh-chu-gui-ban-can-biet-thu-an-vuong-villa-nam-cuong-ha-dong-2267914.html,"Chính chủ gửi bán căn biệt thự An Vượng Villa Nam Cường, Hà Đông","Y01-03, Nguyễn Thanh Bình, Dương Nội, Hà Đông, Hà Nội Lưu tin",~111 nghìn/m2,180m2,Bán biệt thự,,,,,,,,
https://nhadat.cafeland.vn/dat-mat-tien-duong-nhua-ngay-trung-tam-dau-tieng-binh-duong-2271083.html,Đất mặt tiền đường nhựa ngay trung tâm Dầu Tiếng Bình Dương.,"Long Tân, Dầu Tiếng, Bình Dương Lưu tin","~3,4 triệu /m2",200m2,Bán đất thổ cư,Nam,,,8m,,,Sổ hồng,
https://nhadat.cafeland.vn/can-soho-doc-quyen-trung-nguyen-thue-80-trthang-thanh-toan-nhanh-giam-106-ty-2266881.html,"Căn Soho Độc Quyền Trung Nguyên Thuê 80 Tr/Tháng! Thanh toán nhanh giảm 10,6 tỷ","LK12-41, An Phú, Quận 2, TP. Hồ Chí Minh Lưu tin",~493 triệu/m2,95m2,Bán nhà riêng,,,,,,,,
