link,title,location,price,area,category,direction,floor_num,toilet_num,street,livingroom_num,bedroom_num,liability,status
https://nhadat.cafeland.vn/du-an-thap-doi-kepler-landmo-lao-ha-dong-gia-ngoai-giao-2266523.html,dự án Tháp đôi Kepler Land.mỗ lao hà đông giá ngoại giao,"Y01-03, Nguyễn Văn Lộc, Mỗ Lao, Hà Đông, Hà Nội Lưu tin","~1,4 triệu /m2",67m2,Bán căn hộ chung cư,Đông Nam,15 tầng,2.0,30m - 50m,2.0,2 phòng,Hợp đồng,
https://nhadat.cafeland.vn/ket-von-kinh-doanh-can-sang-lai-lo-dat-tho-cu-173m2-490-trieu-2271082.html,Kẹt Vốn Kinh Doanh Cần Sang Lại Lô Đất Thổ Cư 173m2 - 490 Triệu,"Nhuận Đức, Huyện Củ Chi, TP. Hồ Chí Minh Lưu tin","~2,8 triệu /m2",173m2,Bán đất thổ cư,,,,6m,,,Sổ hồng,
https://nhadat.cafeland.vn/lo-dat-70m2-chot-nhanh-750tr-so-rieng-ho-tro-nh-ngay-tt-lai-uyen-bau-bang-2268308.html,"Lô đất 70m2 chốt nhanh 750tr. Sổ riêng, hỗ trợ NH. Ngay TT Lai Uyên, Bàu Bàng","QL13, Lai Uyên, Bàu Bàng, Bình Dương Lưu tin","~10,7 triệu /m2",70m2,Bán đất nền dự án,,,,,,,,
https://nhadat.cafeland.vn/can-ho-cao-cap-lien-ke-tphcm-mat-tien-quoc-lo-1a-2270400.html,CĂN HỘ CAO CẤP LIỀN KỀ TP.HCM MẶT TIỀN QUỐC LỘ 1A,"Mỹ Yên, Bến Lức, Long An Lưu tin",~Thương lượng/m2,54m2,Bán căn hộ chung cư,,,2.0,,1.0,2 phòng,,
https://nhadat.cafeland.vn/ban-4-lo-dat-nen-lien-ke-truc-chinh-duong-24-kdc-my-hanh-2270081.html,BÁN 4 LÔ ĐẤT NỀN LIỀN KỀ - TRỤC CHÍNH ĐƯỜNG 24 - KDC MỸ HẠNH,"Mỹ Hạnh Nam, Đức Hòa, Long An Lưu tin","~10,5 triệu /m2",90m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/ban-dat-nen-tan-phu-trung-gia-1ty9-so-hong-rieng-2270903.html,"BÁN ĐẤT NỀN TÂN PHÚ TRUNG, GIÁ 1tỷ9, SỔ HỒNG RIÊNG","Tân Phú Trung, Huyện Củ Chi, TP. Hồ Chí Minh Lưu tin",~537 nghìn/m2,54m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/nha-dep-kien-co-vo-o-ngay-hem-xe-hoi-p24-trung-tam-binh-thanh-4-tang-4pn-2271080.html,NHÀ ĐẸP KIÊN CỐ VÔ Ở NGAY - HẺM XE HƠI P24 – TRUNG TÂM BÌNH THẠNH 4 TẦNG 4PN,"Phường 24, Bình Thạnh, TP. Hồ Chí Minh Lưu tin",~178 triệu/m2,50m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/mua-can-ho-cara-nhan-qua-ngay-200-trieu-dau-tu-sieu-loi-2270808.html,MUA CĂN HỘ CARA – NHẬN QUÀ NGAY 200 TRIỆU – ĐẦU TƯ SIÊU LỜI,"Hưng Phú, Cái Răng, TP. Cần Thơ Lưu tin",,53m2,Bán căn hộ chung cư,,,,,,,,
https://nhadat.cafeland.vn/chinh-chu-can-ban-lo-dat-dep-khu-do-thi-nam-ga-ha-long-2271076.html,CHÍNH CHỦ CẦN BÁN LÔ ĐẤT ĐẸP KHU ĐÔ THỊ NAM GA –HẠ LONG!,"Giếng Đáy, Hạ Long, Quảng Ninh Lưu tin",~409 nghìn/m2,110m2,Bán đất nền dự án,,,,,,,,
https://nhadat.cafeland.vn/ket-tien-can-ban-dat-tho-cu-cam-hiep-nam-cam-lam-quy-hoach-an-toan-2045-2271075.html,KẸT TIỀN CẦN BÁN ĐẤT THỔ CƯ CAM HIỆP NAM - CAM LÂM QUY HOẠCH AN TOÀN 2045,"Cam Hiệp Nam, Cam Lâm, Khánh Hòa Lưu tin","~6,3 triệu /m2",103.1m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/ban-nen-160m2-khu-khang-thinh-tai-bien-hoa-new-city-trong-san-golf-2128463.html,Bán nền 160m2 khu Khang Thịnh tại Biên Hòa New City trong sân Golf,"Phước Tân, Biên Hòa, Đồng Nai Lưu tin","~12,4 triệu /m2",160m2,Bán đất thổ cư,Tây Nam,,,15m - 20m,,,Sổ hồng,
https://nhadat.cafeland.vn/gio-hang-dot-2-can-a09-73m2-goc-3-mat-tien-the-emerald-68-chiet-khau-den-14-2265604.html,Giỏ hàng đợt 2 Căn A09 73m2 góc 3 mặt tiền The Emerald 68 chiết khấu đến 14%.,"Vĩnh Phú, Thuận An, Bình Dương Lưu tin","~36,3 triệu /m2",73m2,Bán căn hộ chung cư,,,,,,,,
https://nhadat.cafeland.vn/can-ho-cao-cap-56m2-o-duoc-4-nguoi-cach-quan-1-dung-19km-gia-dau-tu-chi-180trieu-2258303.html,Căn Hộ Cao Cấp 56m2 ở được 4 người cách quận 1 đúng 19km giá đầu tư chỉ 180triệu,"Tân Đông Hiệp, Dĩ An, Bình Dương Lưu tin","~3,2 triệu /m2",56m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/so-huu-can-ho-cao-cap-682m2-gom-2pn-2wc-ntcc-sat-pham-van-dong-chi-915trieu-2257603.html,"Sở hữu căn hộ cao cấp 68,2m2 gồm 2PN + 2WC + NTCC sát Phạm Văn Đồng chỉ 915triệu","An Bình, Dĩ An, Bình Dương Lưu tin","~1,342/m2",68.2m2,Bán căn hộ chung cư,,,,,,,,
https://nhadat.cafeland.vn/so-huu-can-ho-cao-cap-682m2-gom-2pn-2wc-ntcc-cach-quan-1-14km-chi-915-trieu-2258297.html,"Sở hữu căn hộ cao cấp 68,2m2 gồm 2PN + 2WC + NTCC cách quận 1 14km chỉ 915 triệu","An Bình, Dĩ An, Bình Dương Lưu tin","~13,4 triệu /m2",68.2m2,Bán căn hộ chung cư,,,,,,,,
https://nhadat.cafeland.vn/ban-nha-pho-san-vuon-3-tang-130-m2-tai-khu-tay-sai-gon-gia-dau-tu-850-trieu-2262912.html,Bán nhà phố sân vườn 3 tầng 130 m2 tại khu Tây Sài Gòn giá đầu tư 850 triệu,"Lương Hòa, Bến Lức, Long An Lưu tin","~6,5 triệu /m2",130m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/chi-voi-850-trieu-co-the-so-huu-duoc-ngay-1-can-nha-pho-3-tang-sat-binh-chanh-2262917.html,Chỉ với 850 triệu có thể sở hữu được ngay 1 căn nhà phố 3 tầng sát Bình Chánh,"Lương Hòa, Bến Lức, Long An Lưu tin","~6,5 triệu /m2",130m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/ban-nha-pho-san-vuon-xay-dung-3-tang-tra-gop-chi-tu-750-trieucan-so-hong-rieng-2252518.html,"Bán nhà phố sân vườn xây dựng 3 tầng trả góp chỉ từ 750 triệu/căn, sổ hồng riêng","ĐT 824 (kể cả phía cặp kênh), Lương Hòa, Bến Lức, Long An Lưu tin","~9,3 triệu /m2",80m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/ban-gan-3-sao-dat-dep-ngay-nga-3-thai-lan-khu-tam-phuoc-2271073.html,"Bán gần 3 sào đất đẹp ngay Ngã 3 Thái Lan, Khu Tam Phước","Quốc lộ 51, Tam phước, Biên Hòa, Đồng Nai Lưu tin","~4,4 triệu /m2",2900m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/tuyet-pham-lau-dai-pho-1200m2-ngang-20m-tran-van-kieu-q6-tang-nt-ty-do-300-ty-2271071.html,Tuyệt phẩm LÂU ĐÀI PHỐ 1200m2 ngang 20m Trần Văn Kiểu Q.6 tặng NT TỶ ĐÔ 300 tỷ,"Trần Văn Kiểu, Phường 10, Quận 6, TP. Hồ Chí Minh Lưu tin",~250 triệu/m2,1200m2,Bán biệt thự,,,,,,,,
https://nhadat.cafeland.vn/keo-thom-395-trieu-1-xet-ql-14-cho-minh-lap-vao-900m-thu-hoi-von-tu-di-xem-2270134.html,"KÈO THƠM 395 TRIỆU 1 XẸT QL 14 , CHỢ MINH LẬP VÀO 900m ,thu hồi vốn , tự đi xem","Quốc lộ 14, Tiến Thành, Đồng Xoài, Bình Phước Lưu tin",~297 nghìn/m2,1329m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/ban-buong-duoi-thu-hoi-von-5-shr27x501329m2-395-trieus-mt-ql14-vao-900m-2270590.html,"BÁN BUÔNG ĐUÔI, THU HỒI VỐN ,5 SHR(27X50=1.329m2 )395 TRIỆU/S, MT ql14 VÀO 900M","QL13, Lai Uyên, Bàu Bàng, Bình Dương Lưu tin",~297 nghìn/m2,1329m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/ban-nha-4-lau-hxh-ngang-46m-97m2-10pn-khep-kin-vai-buoc-ra-quang-trung-1299-ty-2269810.html,Bán nhà 4 lầu HXH ngang 4.6m 97m2 10PN khép kín vài bước ra Quang Trung 12.99 tỷ,"Quang Trung, Phường 8, Quận Gò Vấp, TP. Hồ Chí Minh Lưu tin",~133 triệu/m2,97m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/biet-thu-mat-tien-vuon-lai-q12-ngang-13m-4-lau-co-ham-778m2-sat-go-vap-chi-49-ty-2269820.html,BIỆT THỰ mặt tiền Vườn Lài Q12 ngang 13m 4 lầu có hầm 778m2 sát Gò Vấp chỉ 49 tỷ,"Vườn Lài, An Phú Đông, Quận 12, TP. Hồ Chí Minh Lưu tin","~62,9 triệu /m2",778m2,Bán biệt thự,,,,,,,,
https://nhadat.cafeland.vn/ban-nha-mat-tien-phu-nhuan-phung-van-cung-ngang-4m-dai-8m-tret-lung-lau-2268378.html,Bán nhà mặt tiền Phú Nhuận Phùng Văn Cung ngang 4m dài 8m trệt lững lầu,"Phùng Văn Cung, Phường 4, Quận Phú Nhuận, TP. Hồ Chí Minh Lưu tin",~137 triệu/m2,32m2,Bán nhà riêng,,2 tầng,2.0,6m,1.0,2 phòng,Sổ hồng,
https://nhadat.cafeland.vn/nha-mat-tien-go-vap-duong-so-6-ngang-4m-dai-11m-shcn-44m2-tret-lau-hc-du-2265607.html,Nhà mặt tiền Gò Vấp đường số 6 ngang 4m dài 11m SHCN 44m2 trệt lầu HC đủ,"Đường số 6, Phường 5, Quận Gò Vấp, TP. Hồ Chí Minh Lưu tin",~118 triệu/m2,44m2,Bán nhà riêng,,2 tầng,2.0,8m,1.0,2 phòng,Sổ hồng,
https://nhadat.cafeland.vn/chinh-chu-can-ban-can-ho-tang-thap-chung-cu-silver-starhung-phat-silver-star-2271058.html,Chính Chủ Cần Bán Căn Hộ Tầng Thấp Chung Cư Silver StarHưng Phát Silver Star,"Phước Kiển, Huyện Nhà Bè, TP. Hồ Chí Minh Lưu tin","~39,6 triệu /m2",70.6m2,Bán căn hộ chung cư,,,2.0,,1.0,2 phòng,Sổ hồng,
https://nhadat.cafeland.vn/ban-lo-dat-5m-x-30m-tho-cu-gan-823d-duc-hoa-long-an-750tr-2269937.html,Bán lô đất 5m x 30m thổ cư gần 823D Đức Hoà Long An 750tr,"Hoà Khánh Đông, Đức Hòa, Long An Lưu tin",~Thương lượng/m2,150m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/dat-2-mat-tien-hem-xe-hoi-220-vo-van-hat-co-hem-hong-5m-giap-kqh-dt-1437m2-2270270.html,"Đất 2 mặt tiền hẻm xe hơi 220 Võ Văn Hát - có hẻm hông 5m giáp KQH, DT: 1.437m2;","220, Võ Văn Hát, Long Trường, Quận 9, TP. Hồ Chí Minh Lưu tin","~25,5 triệu /m2",1437m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/dat-193m-mt-trinh-hoai-duc-tp-da-lat-view-cuc-dep-dt-1488-m2-gia-78-ti-2270269.html,"Đất 19,3m MT Trịnh Hoài Đức, tp Đà Lạt view cực đẹp, DT: 1.488 m2, gía 78 tỉ","Trịnh Hoài Đức, Phường 13, Đà Lạt, Lâm Đồng Lưu tin","~52,4 triệu /m2",1488m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/ban-re-nha-pho-42-x-23m-1-tret-2-lau-cu-xa-phu-lam-q6-tphcm-2271067.html,Bán rẻ nhà phố 4.2 x 23m 1 trệt 2 lầu Cư Xá Phú Lâm Q6 TP.HCM,"Nội bộ cư xá Phú Lâm D, Phường 10, Quận 6, TP. Hồ Chí Minh Lưu tin",~130 triệu/m2,98m2,Bán nhà riêng,Đông Nam,2 tầng,3.0,10m - 15m,1.0,4 phòng,Sổ hồng,
https://nhadat.cafeland.vn/can-ho-cao-cap-sat-vincom-di-an-cach-q1-19km-2255741.html,Căn Hộ Cao Cấp sát Vincom Dĩ An cách Q1 19km,"Trị trấn Dĩ An, Dĩ An, Bình Dương Lưu tin",,72m2,Bán căn hộ chung cư,,,,,,,,
https://nhadat.cafeland.vn/bcons-solary-2pn2wc-gia-soc-15-ty-vi-tri-vang-loi-nhuan-cao-chi-31trm2-2271063.html,"BCONS SOLARY: 2PN/2WC GIÁ SỐC 1.5 TỶ! VỊ TRÍ VÀNG, LỢI NHUẬN CAO - CHỈ 31TRM2","Đường số 4, Tân Đông Hiệp, Dĩ An, Bình Dương Lưu tin","~28,8 triệu /m2",52m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/nha-pho-xinh-42-x-252m-1-tret-3-lau-nguyen-thi-minh-khai-quan-1-tphcm-2227338.html,Nhà phố xinh 4.2 x 25.2m 1 trệt 3 lầu Nguyễn Thị Minh Khai Quận 1 TP.HCM,"Nguyễn Thị Minh Khai, Đa Kao, Quận 1, TP. Hồ Chí Minh Lưu tin",~113 triệu/m2,220m2,Bán nhà phố dự án,Tây Nam,3 tầng,6.0,4m,1.0,5 phòng,Sổ hồng,
https://nhadat.cafeland.vn/top-nha-xinh-re-39-x-105m-1-tret-1-lau-nguyen-duy-quan-8-tphcm-2267566.html,Top nhà xinh rẻ 3.9 x 10.5m 1 trệt 1 lầu Nguyễn Duy Quận 8 TP.HCM,"Nguyễn Duy, Phường 12, Quận 8, TP. Hồ Chí Minh Lưu tin",~116 triệu/m2,40.9m2,Bán nhà riêng,Đông Nam,1 tầng,2.0,3m,1.0,3 phòng,Sổ hồng,
https://nhadat.cafeland.vn/ban-khach-san-gan-nga-tu-binh-thung-bigc-go-di-an-lang-dai-hoc-quoc-gia-950-2243007.html,"Bán khách sạn gần ngã tư Bình Thung, BigC Go Dĩ An, làng đại học Quốc gia 950","Quốc Lộ 1K, Tân Đông Hiệp, Dĩ An, Bình Dương Lưu tin","~55,4 triệu /m2",81.1m2,Bán nhà hàng - Khách sạn,Bắc,3 tầng,9.0,10m - 15m,1.0,8 phòng,Sổ hồng,
https://nhadat.cafeland.vn/nha-mat-tien-kinh-doanh-gan-vong-xoay-an-phu-nga-tu-550-1031-an-phu-thuan-an-2245016.html,"Nhà mặt tiền kinh doanh gần vòng xoay An Phú, ngã tư 550, 1031 An Phú, Thuận An","ĐT 743, An Phú, Thuận An, Bình Dương Lưu tin","~44,7 triệu /m2",212.5m2,Bán nhà riêng,Tây Nam,1 tầng,4.0,30m - 50m,1.0,5 phòng,Sổ hồng,
https://nhadat.cafeland.vn/ban-nha-xuong-gan-nga-tu-chieu-lieu-3028m2-so-hong-hoan-cong-dat-full-skc-1333-2244888.html,"Bán nhà xưởng gần ngã tư Chiêu Liêu, 3.028m2 sổ hồng hoàn công đất full SKC 1333","Lê Hồng Phong, Tân Đông Hiệp, Dĩ An, Bình Dương Lưu tin","~18,1 triệu /m2",3028.5m2,"Bán kho, nhà xưởng",Đông Bắc,2 tầng,2.0,8m,1.0,2 phòng,Sổ hồng,
https://nhadat.cafeland.vn/dat-kdc-icon-doi-dien-cho-thong-dung-co-2-loi-thoat-hiem-so-rieng-2195-di-an-2266872.html,"Đất KDC iCon đối diện chợ Thông Dụng, có 2 lối thoát hiểm, sổ riêng, 2195 Dĩ An","Lê Hồng Phong, Tân Đông Hiệp, Dĩ An, Bình Dương Lưu tin",~50 triệu /m2,64m2,Bán đất thổ cư,Đông Bắc,,,10m - 15m,,,Sổ hồng,
https://nhadat.cafeland.vn/dat-gan-big-c-go-lang-dhqg-xay-tu-do-hem-xe-tai-1934-dong-hoa-di-an-2261694.html,"Đất gần Big C Go, làng ĐHQG, xây tự do, hẻm xe tải, 1934 Đông Hoà, Dĩ An","Hai bà trưng nối dài, Đông Hoà, Dĩ An, Bình Dương Lưu tin","~51,3 triệu /m2",75m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/dat-gan-kdc-binh-an-nga-ba-tan-van-211m-ngang-10m-full-tho-cu-2176-2266311.html,"Đất gần KDC Bình An, ngã ba Tân Vạn, 211m ngang 10m full thô cư, 2176","DT743A, Bình Thắng, Dĩ An, Bình Dương Lưu tin","~35,5 triệu /m2",211m2,Bán đất thổ cư,Tây,,,10m - 15m,,,Sổ hồng,
https://nhadat.cafeland.vn/biet-thu-sieu-dep-200m2-no-hau-giam-gia-hot-2252764.html,BIỆT THỰ SIÊU ĐẸP 200M2 NỞ HẬU - GIẢM GIÁ HOT,"A122 Đường N9, Thống Nhất, Biên Hòa, Đồng Nai Lưu tin","~41,3 triệu /m2",460m2,Bán biệt thự,,,,,,,,
https://nhadat.cafeland.vn/ban-dat-nen-du-an-5f-amara-dien-tich-80m2-lien-ke-khu-cong-nghiep-bau-bang-2271060.html,Bán đất nền dự án 5F Amara diện tích 80m2 liền kề khu công nghiệp Bàu Bàng,"Lai Uyên, Bàu Bàng, Bình Dương Lưu tin",~10 triệu /m2,80m2,Bán đất nền dự án,,,,4m,,,Sổ hồng,
https://nhadat.cafeland.vn/dong-tien-dinh-dt57m-x-4t-ly-thuong-kiet-tan-binh-tphcm-2271059.html,"dòng tiền Đỉnh 𝟔𝟔𝟎 𝐭𝐫/𝐧𝐚̆𝐦, DT57m x 4T, Lý Thường Kiệt, Tân Bình TPHCM","Lý Thường Kiệt, Phường 7, Quận Tân Bình, TP. Hồ Chí Minh Lưu tin",~198 triệu/m2,57m2,Bán nhà riêng,,4 tầng,,6m,,7 phòng,Giấy đỏ,
https://nhadat.cafeland.vn/can-ho-bcons-solary-2pn-2wc-gia-chi-tu-15-ty-ngay-trung-tam-di-an-tien-ich-2271057.html,"Căn hộ Bcons Solary 2PN 2WC, giá chỉ từ 1.5 tỷ, ngay trung tâm Dĩ An – tiện ích","Tân Đông Hiệp, Dĩ An, Bình Dương Lưu tin",~25 triệu /m2,60m2,Bán căn hộ chung cư,,,,,,,,
https://nhadat.cafeland.vn/ban-can-ho-du-an-tt-avio-gia-chi-32trm2-2269139.html,Bán căn hộ Dự Án TT AVIO Giá Chỉ 32tr/m2,"Tân Đông Hiệp, Dĩ An, Bình Dương Lưu tin",,45m2,Bán căn hộ chung cư,,,,,,,,
https://nhadat.cafeland.vn/chinh-chu-ban-lo-von-can-50m2-new-galaxy-di-an-can-ho-cao-cap-ke-lang-dai-hoc-2263596.html,Chính chủ bán LỖ vốn căn 50m2 New Galaxy Dĩ An căn hộ cao cấp kế Làng Đại học (Tin Hết Hạn),"Đông Hoà, Dĩ An, Bình Dương Lưu tin",~22 triệu /m2,50m2,Bán căn hộ chung cư,,22 tầng,1.0,30m - 50m,1.0,1 phòng,Sổ hồng,
https://nhadat.cafeland.vn/can-ho-2pn-fresia-riverside-bien-hoa-sat-song-chi-15-ty-tra-75-trieu-so-huu-2266977.html,"Căn hộ 2PN Fresia Riverside Biên Hoà sát sông chỉ 1,5 tỷ, trả 75 triệu sở hữu","Bùi Hữu Nghĩa, Tân Vạn, Biên Hòa, Đồng Nai Lưu tin","~28,8 triệu /m2",52m2,Bán căn hộ chung cư,,30 tầng,2.0,20m - 30m,1.0,2 phòng,Sổ hồng,
https://nhadat.cafeland.vn/can-ho-fresia-riverside-bien-hoa-view-song-doi-dien-aeon-mall-lien-he-nhan-ck-2265818.html,"Căn hộ Fresia Riverside Biên Hoà view sông, đối diện Aeon Mall. Liên hệ nhận CK","Bùi Hữu Nghĩa, Tân Vạn, Biên Hòa, Đồng Nai Lưu tin","~29,4 triệu /m2",51m2,Bán căn hộ chung cư,,29 tầng,1.0,30m - 50m,1.0,2 phòng,Sổ hồng,
https://nhadat.cafeland.vn/ban-2-lo-sat-nhau-bien-hoa-new-city-duong-24m-gia-re-nhat-chi-235-ty-bao-phi-2264112.html,"Bán 2 lô sát nhau Biên Hòa New City, đường 24m, giá rẻ nhất chỉ 2.35 tỷ bao phí","Quốc lộ 51, Phước Tân, Biên Hòa, Đồng Nai Lưu tin","~23,5 triệu /m2",100m2,Bán đất nền dự án,,,,20m - 30m,,,Sổ hồng,
https://nhadat.cafeland.vn/dat-nen-so-do-bien-hoa-new-city-100m2-sat-truong-hoc-sat-truc-24m-trung-tam-2263741.html,"Đất nền sổ đỏ Biên Hoà New City 100m2, sát trường học, sát trục 24m trung tâm","Hương Lộ 2, Phước Tân, Biên Hòa, Đồng Nai Lưu tin","~17,1 triệu /m2",100m2,Bán đất nền dự án,,,,10m - 15m,,,Sổ hồng,
https://nhadat.cafeland.vn/cap-nhat-bang-gia-dat-nen-so-do-bien-hoa-new-city-cam-ket-bao-dung-gia-that-2264905.html,"Cập nhật bảng giá đất nền sổ đỏ Biên Hòa New City, cam kết báo đúng giá thật","Hương Lộ 2, Phước Tân, Biên Hòa, Đồng Nai Lưu tin",~173 nghìn/m2,99m2,Bán đất nền dự án,,,,10m - 15m,,,Sổ hồng,
https://nhadat.cafeland.vn/ban-dat-kinh-doanh-mat-tien-le-hong-phongthi-tran-ngai-giao-chau-duc-2264243.html,"Bán Đất Kinh Doanh Mặt Tiền Lê Hồng Phong,Thị trấn Ngãi Giao, Châu Đức","Lê Hồng Phong, Ngãi Giao, Châu Đức, Bà Rịa - Vũng Tàu Lưu tin",~Thương lượng/m2,2057m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/cap-nhat-bang-gia-block-mega-dep-nhat-can-ho-the-emerald-68-lien-he-nhan-ck-cao-2266235.html,Cập nhật bảng giá Block MEGA đẹp nhất căn hộ The Emerald 68. Liên hệ nhận CK cao,"Đường Vĩnh Phú 16, Vĩnh Phú, Thuận An, Bình Dương Lưu tin","~1,1 triệu /m2",48m2,Bán căn hộ chung cư,,39 tầng,1.0,30m - 50m,1.0,2 phòng,Sổ hồng,
https://nhadat.cafeland.vn/can-ho-the-emerald-68-mo-ban-052025-lien-he-ngay-de-nhan-chiet-khau-cao-tu-cdt-2265732.html,Căn hộ The Emerald 68 mở bán 05/2025. Liên hệ ngay để nhận chiết khấu cao từ CĐT,"Đường Vĩnh Phú 16, Vĩnh Phú, Thuận An, Bình Dương Lưu tin","~1,1 triệu /m2",48m2,Bán căn hộ chung cư,,37 tầng,1.0,30m - 50m,1.0,2 phòng,Sổ hồng,
https://nhadat.cafeland.vn/biet-thu-bien-rosa-alba-khu-to-hop-5-sao-gia-chi-64-ty-da-coso-hong-rieng-2271054.html,"BIỆT THỰ BIỂN ROSA ALBA KHU TỔ HỢP 5 SAO, GIÁ CHỈ 6.4 TỶ. ĐÃ CÓSỔ HỒNG RIÊNG","Độc Lập, Phường 9, Tuy Hòa, Phú Yên Lưu tin","~29,2 triệu /m2",218.5m2,Bán nhà riêng,,2 tầng,3.0,30m - 50m,1.0,2 phòng,Sổ hồng,
https://nhadat.cafeland.vn/chinh-chu-ban-dat-trung-tam-binh-long-sat-quoc-lo-13-2268821.html,"Chính chủ bán đất trung tâm Bình Long, sát Quốc lộ 13","Hưng Chiến, Bình Long, Bình Phước Lưu tin","~2,4 triệu /m2",175m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/chuyen-nhuong-can-ho-park-legend-tang-cao-dang-cho-thue-18-trieu-thang-2269686.html,CHUYỂN NHƯỢNG CĂN HỘ PARK LEGEND TẦNG CAO - ĐANG CHO THUÊ 18 TRIỆU/ THÁNG,"02 , Phạm Văn Hai, Phường 2, Quận Tân Bình, TP. Hồ Chí Minh Lưu tin","~84,7 triệu /m2",70.6m2,Bán căn hộ chung cư,Tây Bắc,18 tầng,2.0,,1.0,2 phòng,Giấy tờ hợp lệ,
https://nhadat.cafeland.vn/can-ho-mat-tien-tret-giua-trung-tam-quan-tan-binh-duong-ni-su-huynh-lien-2268914.html,CĂN HỘ MẶT TIỀN TRỆT – GIỮA TRUNG TÂM QUẬN TÂN BÌNH - ĐƯỜNG NI SƯ HUỲNH LIÊN,"Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, TP. Hồ Chí Minh Lưu tin","~86,6 triệu /m2",80.6m2,Bán căn hộ chung cư,,1 tầng,2.0,,1.0,2 phòng,Sổ hồng,
https://nhadat.cafeland.vn/hqc-hoc-mon-70m2-gia-1450-ty-can-2pn2wcban-cong-2265664.html,"HQC HÓC MÔN 70m2 Gía 1.450 tỷ CĂN 2PN,2WC,BAN CÔNG","Xuân Thới Đông, Huyện Hóc Môn , TP. Hồ Chí Minh Lưu tin","~20,7 triệu /m2",70m2,Bán căn hộ chung cư,,,,,,,,
https://nhadat.cafeland.vn/thanh-ly-3-suat-blue-sky-tower-q2-dt-59m2-gia-1950-trieuso-huu-lau-dai-2265826.html,"Thanh lý 3 suất Blue Sky Tower - Q2, DT 59m2 giá 1.950 triệu.Sở hữu lâu dài","Đường Số 63, Bình Trưng Đông, Quận 2, TP. Hồ Chí Minh Lưu tin","~33,5 triệu /m2",59m2,Bán căn hộ chung cư,,,2.0,,1.0,2 phòng,,
https://nhadat.cafeland.vn/chinh-chu-ban-can-ho-gia-1-ty-250-trieu-tai-hqc-hoc-mon65m22pn2tolet-2180429.html,"Chính chủ bán căn hộ giá 1 tỷ 250 triệu tại HQC Hóc Môn,65m2,2pn,2tolet","Nguyễn Thị Sóc, Nguyễn Thị Sóc, Xuân Thới Đông, Huyện Hóc Môn , TP. Hồ Chí Minh Lưu tin","~19,2 triệu /m2",65m2,Bán căn hộ chung cư,,,2.0,,1.0,2 phòng,,
https://nhadat.cafeland.vn/ban-nen-biet-thu-goldenbay-d17-13-07-dien-tich-216m2-canh-ho-danh-vong-2270135.html,Bán nền Biệt Thư Goldenbay D17-13-07 diện tích 216m2 cạnh hồ danh vọng,"Nguyễn Tất Thành, Cam Nghĩa, Cam Ranh, Khánh Hòa Lưu tin",~129 nghìn/m2,216m2,Bán đất nền dự án,,,,,,,,
https://nhadat.cafeland.vn/toi-can-ban-can-ho-toa-light-b-arena-cam-ranh-tang-7-view-bien-nha-moi-100-2245400.html,"Tôi cần bán căn hộ Tòa Light B Arena Cam Ranh tầng 7 view biển , nhà mới 100%","Nguyễn Tất Thành, Cam Lập, Cam Ranh, Khánh Hòa Lưu tin","~22,4 triệu /m2",37m2,Bán căn hộ chung cư,,,,,,,,
https://nhadat.cafeland.vn/dat-chinh-chu-100mv-ngay-trung-tam-can-duoc-can-sang-nhuong-2271052.html,ĐẤT CHÍNH CHỦ 100Mv NGAY TRUNG TÂM CẦN ĐƯỚC CẦN SANG NHƯỢNG,"Trương Định, TT. Cần Đước, Cần Đước, Long An Lưu tin","~14,5 triệu /m2",100m2,Bán đất thổ cư,Tây,,,7m,,,Sổ hồng,
